Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd TotalEnvSteps Time FPS
1 -0.557094 1.1021211 -3.000436 2.2084866 66.5 84.36211 0.0 290.0 1000.0 1000.0 1000.0 -0.21711397 -0.48887074 -0.026218474 0.026008524 -0.3029291 1.0251224 -0.026008522 0.014457146 -0.00082544703 -0.012466164 0.74363124 0.0025221738 80.0 2 0.9990025 0.0003 0.508999994180536 30000 13 2182
2 1.3484361 1.7760776 -1.9890721 5.357012 115.75 119.26819 2.0 524.0 1000.0 1000.0 1000.0 -0.084929995 -0.8022982 0.84605855 0.034986977 -0.69297 1.9738051 -0.034986977 0.025697554 -0.0022359202 -0.02161257 0.7416687 0.003572106 80.0 2 0.99970984 0.00029939999999999996 0.5080020093473719 60000 26 2295
3 1.4266945 1.753087 -0.9583547 6.7934523 107.71429 90.94773 0.0 327.0 1000.0 1000.0 1000.0 -0.046071503 -0.6935972 1.0570326 0.028607234 -0.6769238 1.6851062 -0.028607234 0.012926691 -0.0013470906 -0.010650929 0.73970217 0.0032130596 80.0 2 0.9998254 0.0002988 0.5070039867303798 90000 40 2259
4 1.638977 2.1047459 -1.4313439 6.8084245 99.67857 106.038086 0.0 492.0 1000.0 1000.0 1000.0 -0.037062548 -0.6687444 1.2549554 0.031511314 -0.44097477 1.6450512 -0.031511314 0.010745309 -0.0013095671 -0.0087604895 0.7377318 0.0031667561 80.0 2 1.0002868 0.0002982 0.5060059945689283 120000 53 2259
5 2.03976 2.1774108 -0.61762154 7.033189 126.10714 126.097 0.0 475.0 1000.0 1000.0 1000.0 0.018641163 -0.5818101 1.0964271 0.026678996 -0.54106677 2.3667192 -0.026678994 0.015695434 -0.0016507977 -0.0127346255 0.7357575 0.0034736798 80.0 2 0.99972546 0.00029759999999999997 0.5050080103088117 150000 66 2365
6 3.1233344 2.397409 -0.21486078 8.210425 98.75 83.36565 0.0 303.0 1000.0 1000.0 1000.0 0.115016244 -0.70007044 1.4374729 0.03028433 -0.6956002 2.39386 -0.030284328 0.0201229 -0.0020511104 -0.016854517 0.73377925 0.003292006 80.0 2 1.0004708 0.00029699999999999996 0.504010011618452 180000 78 2381
7 3.7513106 2.6451297 -0.5886357 10.690426 87.07143 63.474926 0.0 242.0 1000.0 1000.0 1000.0 0.2100954 -0.6328109 1.4384251 0.026671074 -0.5166928 3.1507688 -0.026671074 0.028629057 -0.0022830425 -0.02391218 0.7317974 0.0035679257 80.0 2 0.9985763 0.0002964 0.5030120063706592 210000 91 2341
8 4.008599 2.5163057 -0.14454585 10.073024 143.03572 122.84935 0.0 455.0 1000.0 1000.0 1000.0 0.2979849 -0.63685185 1.6812813 0.015616 -0.7460513 1.4241575 -0.015616 0.024155352 -0.0026705253 -0.01999345 0.729811 0.0036808278 80.0 2 0.9985319 0.0002958 0.5020140024227473 240000 104 2385
9 5.7946353 3.6976674 0.38088056 14.841828 138.0 173.68053 0.0 940.0 1000.0 1000.0 1000.0 0.32194728 -0.38256186 1.7066793 0.0492963 -0.7693419 2.1784842 -0.0492963 0.028813366 -0.002963826 -0.023073431 0.7278213 0.0033607578 80.0 2 1.0035254 0.00029519999999999997 0.5010160076164407 270000 117 2373
10 7.624958 4.2543 0.027335595 19.722723 100.35714 85.73139 0.0 298.0 1000.0 1000.0 1000.0 0.45937207 -0.48041824 1.8257883 0.05502031 -0.74480724 2.51932 -0.055020314 0.04599078 -0.0037488388 -0.037975155 0.7258273 0.0035381876 80.0 2 1.0018902 0.00029459999999999995 0.5000179999743863 300000 130 2332
